 i and j  , i , j , nam , sk
 iandj , 10 , 201 , train_pos , MI
 iandj , 12 , 295 , train_pos , MI
 iandj , 4 , 287 , train_pos , MI
 iandj , 4 , 171 , train_pos , MI
 iandj , 44 , 272 , train_pos , MI
 iandj , 97 , 1075 , train_pos , MI
 iandj , 49 , 1273 , train_pos , MI
 iandj , 13 , 291 , train_pos , MI
 iandj , 137 , 1216 , train_pos , MI
 iandj , 16 , 137 , train_pos , MI
 iandj , 8 , 232 , train_pos , MI
 iandj , 10 , 278 , train_pos , MI
 iandj , 103 , 1205 , train_pos , MI
 iandj , 75 , 1239 , train_pos , MI
 iandj , 108 , 738 , train_pos , MI
 iandj , 0 , 111 , train_pos , MI
 iandj , 13 , 69 , train_pos , MI
 iandj , 33 , 277 , train_pos , MI
 iandj , 16 , 109 , train_pos , MI
 iandj , 0 , 275 , train_pos , MI
 iandj , 0 , 60 , train_pos , MI
 iandj , 159 , 1070 , train_pos , MI
 iandj , 75 , 267 , train_pos , MI
 iandj , 14 , 138 , train_pos , MI
 iandj , 0 , 1372 , train_pos , MI
 iandj , 12 , 140 , train_pos , MI
 iandj , 75 , 720 , train_pos , MI
 iandj , 12 , 201 , train_pos , MI
 iandj , 13 , 234 , train_pos , MI
 iandj , 14 , 143 , train_pos , MI
 iandj , 14 , 255 , train_pos , MI
 iandj , 86 , 746 , train_pos , MI
 iandj , 75 , 773 , train_pos , MI
 iandj , 16 , 210 , train_pos , MI
 iandj , 12 , 136 , train_pos , MI
 iandj , 108 , 438 , train_pos , MI
 iandj , 11 , 44 , train_pos , MI
 iandj , 0 , 57 , train_pos , MI
 iandj , 12 , 69 , train_pos , MI
 iandj , 14 , 213 , train_pos , MI
 iandj , 75 , 1326 , train_pos , MI
 iandj , 120 , 1266 , train_pos , MI
 iandj , 11 , 118 , train_pos , MI
 iandj , 10 , 171 , train_pos , MI
 iandj , 137 , 680 , train_pos , MI
 iandj , 157 , 244 , train_pos , MI
 iandj , 47 , 86 , train_pos , MI
 iandj , 16 , 288 , train_pos , MI
 iandj , 14 , 106 , train_pos , MI
 iandj , 10 , 296 , train_pos , MI
 iandj , 70 , 437 , train_pos , MI
 iandj , 12 , 120 , train_pos , MI
 iandj , 4 , 13 , train_pos , MI
 iandj , 4 , 135 , train_pos , MI
 iandj , 8 , 153 , train_pos , MI
 iandj , 11 , 110 , train_pos , MI
 iandj , 219 , 744 , train_pos , MI
 iandj , 21 , 115 , train_pos , MI
 iandj , 60 , 1098 , train_pos , MI
 iandj , 13 , 503 , train_pos , MI
 iandj , 4 , 318 , train_pos , MI
 iandj , 97 , 903 , train_pos , MI
 iandj , 16 , 86 , train_pos , MI
 iandj , 137 , 270 , train_pos , MI
 iandj , 109 , 1296 , train_pos , MI
 iandj , 29 , 272 , train_pos , MI
 iandj , 12 , 40 , train_pos , MI
 iandj , 278 , 1216 , train_pos , MI
 iandj , 13 , 328 , train_pos , MI
 iandj , 13 , 249 , train_pos , MI
 iandj , 0 , 198 , train_pos , MI
 iandj , 315 , 806 , train_pos , MI
 iandj , 210 , 513 , train_pos , MI
 iandj , 157 , 1363 , train_pos , MI
 iandj , 96 , 516 , train_pos , MI
 iandj , 75 , 353 , train_pos , MI
 iandj , 13 , 221 , train_pos , MI
 iandj , 12 , 67 , train_pos , MI
 iandj , 14 , 96 , train_pos , MI
 iandj , 40 , 1135 , train_pos , MI
 iandj , 11 , 101 , train_pos , MI
 iandj , 14 , 171 , train_pos , MI
 iandj , 120 , 221 , train_pos , MI
 iandj , 221 , 916 , train_pos , MI
 iandj , 13 , 136 , train_pos , MI
 iandj , 129 , 218 , train_pos , MI
 iandj , 67 , 840 , train_pos , MI
 iandj , 135 , 254 , train_pos , MI
 iandj , 8 , 125 , train_pos , MI
 iandj , 46 , 802 , train_pos , MI
 iandj , 151 , 1250 , train_pos , MI
 iandj , 65 , 111 , train_pos , MI
 iandj , 70 , 1379 , train_pos , MI
 iandj , 104 , 137 , train_pos , MI
 iandj , 4 , 159 , train_pos , MI
 iandj , 0 , 213 , train_pos , MI
 iandj , 10 , 153 , train_pos , MI
 iandj , 137 , 1019 , train_pos , MI
 iandj , 167 , 751 , train_pos , MI
 iandj , 16 , 28 , train_pos , MI
 iandj , 12 , 170 , train_pos , MI
 iandj , 14 , 296 , train_pos , MI
 iandj , 121 , 1296 , train_pos , MI
 iandj , 14 , 226 , train_pos , MI
 iandj , 211 , 1195 , train_pos , MI
 iandj , 14 , 201 , train_pos , MI
 iandj , 65 , 108 , train_pos , MI
 iandj , 44 , 51 , train_pos , MI
 iandj , 221 , 1195 , train_pos , MI
 iandj , 8 , 221 , train_pos , MI
 iandj , 0 , 120 , train_pos , MI
 iandj , 4 , 326 , train_pos , MI
 iandj , 16 , 198 , train_pos , MI
 iandj , 12 , 323 , train_pos , MI
 iandj , 11 , 18 , train_pos , MI
 iandj , 318 , 326 , train_pos , MI
 iandj , 14 , 40 , train_pos , MI
 iandj , 8 , 171 , train_pos , MI
 iandj , 137 , 974 , train_pos , MI
 iandj , 19 , 223 , train_pos , MI
 iandj , 10 , 204 , train_pos , MI
 iandj , 75 , 111 , train_pos , MI
 iandj , 151 , 956 , train_pos , MI
 iandj , 101 , 420 , train_pos , MI
 iandj , 223 , 254 , train_pos , MI
 iandj , 85 , 1297 , train_pos , MI
 iandj , 4 , 14 , train_pos , MI
 iandj , 8 , 24 , train_pos , MI
 iandj , 111 , 513 , train_pos , MI
 iandj , 137 , 672 , train_pos , MI
 iandj , 12 , 223 , train_pos , MI
 iandj , 12 , 297 , train_pos , MI
 iandj , 16 , 153 , train_pos , MI
 iandj , 111 , 1266 , train_pos , MI
 iandj , 18 , 937 , train_pos , MI
 iandj , 101 , 579 , train_pos , MI
 iandj , 12 , 218 , train_pos , MI
 iandj , 10 , 295 , train_pos , MI
 iandj , 10 , 140 , train_pos , MI
 iandj , 213 , 1139 , train_pos , MI
 iandj , 24 , 40 , train_pos , MI
 iandj , 14 , 94 , train_pos , MI
 iandj , 19 , 110 , train_pos , MI
 iandj , 8 , 257 , train_pos , MI
 iandj , 0 , 96 , train_pos , MI
 iandj , 14 , 198 , train_pos , MI
 iandj , 21 , 186 , train_pos , MI
 iandj , 10 , 275 , train_pos , MI
 iandj , 16 , 110 , train_pos , MI
 iandj , 151 , 975 , train_pos , MI
 iandj , 10 , 218 , train_pos , MI
 iandj , 8 , 278 , train_pos , MI
 iandj , 11 , 291 , train_pos , MI
 iandj , 12 , 146 , train_pos , MI
 iandj , 221 , 1072 , train_pos , MI
 iandj , 4 , 302 , train_pos , MI
 iandj , 151 , 705 , train_pos , MI
 iandj , 297 , 540 , train_pos , MI
 iandj , 16 , 151 , train_pos , MI
 iandj , 97 , 989 , train_pos , MI
 iandj , 12 , 301 , train_pos , MI
 iandj , 0 , 452 , train_pos , MI
 iandj , 170 , 410 , train_pos , MI
 iandj , 10 , 234 , train_pos , MI
 iandj , 97 , 1046 , train_pos , MI
 iandj , 4 , 101 , train_pos , MI
 iandj , 215 , 218 , train_pos , MI
 iandj , 218 , 851 , train_pos , MI
 iandj , 157 , 1220 , train_pos , MI
 iandj , 112 , 171 , train_pos , MI
 iandj , 10 , 103 , train_pos , MI
 iandj , 75 , 171 , train_pos , MI
 iandj , 159 , 543 , train_pos , MI
 iandj , 67 , 1098 , train_pos , MI
 iandj , 0 , 201 , train_pos , MI
 iandj , 14 , 57 , train_pos , MI
 iandj , 14 , 315 , train_pos , MI
 iandj , 0 , 125 , train_pos , MI
 iandj , 67 , 86 , train_pos , MI
 iandj , 4 , 244 , train_pos , MI
 iandj , 14 , 36 , train_pos , MI
 iandj , 8 , 94 , train_pos , MI
 iandj , 318 , 922 , train_pos , MI
 iandj , 0 , 255 , train_pos , MI
 iandj , 0 , 954 , train_pos , MI
 iandj , 103 , 1308 , train_pos , MI
 iandj , 14 , 254 , train_pos , MI
 iandj , 151 , 433 , train_pos , MI
 iandj , 12 , 290 , train_pos , MI
 iandj , 138 , 583 , train_pos , MI
 iandj , 13 , 802 , train_pos , MI
 iandj , 8 , 85 , train_pos , MI
 iandj , 75 , 77 , train_pos , MI
 iandj , 10 , 1237 , train_pos , MI
 iandj , 0 , 18 , train_pos , MI
 iandj , 115 , 221 , train_pos , MI
 iandj , 0 , 47 , train_pos , MI
 iandj , 11 , 278 , train_pos , MI
 iandj , 10 , 123 , train_pos , MI
 iandj , 8 , 301 , train_pos , MI
 iandj , 0 , 291 , train_pos , MI
 iandj , 8 , 60 , train_pos , MI
 iandj , 137 , 1309 , train_pos , MI
 iandj , 222 , 749 , train_pos , MI
 iandj , 13 , 290 , train_pos , MI
 iandj , 86 , 210 , train_pos , MI
 iandj , 40 , 1236 , train_pos , MI
 iandj , 218 , 673 , train_pos , MI
 iandj , 4 , 249 , train_pos , MI
 iandj , 10 , 126 , train_pos , MI
 iandj , 4 , 140 , train_pos , MI
 iandj , 108 , 318 , train_pos , MI
 iandj , 110 , 623 , train_pos , MI
 iandj , 273 , 673 , train_pos , MI
 iandj , 13 , 296 , train_pos , MI
 iandj , 156 , 1377 , train_pos , MI
 iandj , 0 , 64 , train_pos , MI
 iandj , 67 , 1145 , train_pos , MI
 iandj , 13 , 1220 , train_pos , MI
 iandj , 151 , 295 , train_pos , MI
 iandj , 14 , 275 , train_pos , MI
 iandj , 221 , 970 , train_pos , MI
 iandj , 101 , 218 , train_pos , MI
 iandj , 0 , 287 , train_pos , MI
 iandj , 103 , 1333 , train_pos , MI
 iandj , 16 , 219 , train_pos , MI
 iandj , 51 , 151 , train_pos , MI
 iandj , 111 , 1333 , train_pos , MI
 iandj , 137 , 238 , train_pos , MI
 iandj , 0 , 295 , train_pos , MI
 iandj , 272 , 956 , train_pos , MI
 iandj , 13 , 44 , train_pos , MI
 iandj , 222 , 481 , train_pos , MI
 iandj , 211 , 731 , train_pos , MI
 iandj , 156 , 1265 , train_pos , MI
 iandj , 11 , 219 , train_pos , MI
 iandj , 4 , 100 , train_pos , MI
 iandj , 318 , 320 , train_pos , MI
 iandj , 4 , 296 , train_pos , MI
 iandj , 10 , 257 , train_pos , MI
 iandj , 36 , 86 , train_pos , MI
 iandj , 110 , 802 , train_pos , MI
 iandj , 14 , 1093 , train_pos , MI
 iandj , 14 , 294 , train_pos , MI
 iandj , 16 , 291 , train_pos , MI
 iandj , 0 , 103 , train_pos , MI
 iandj , 12 , 246 , train_pos , MI
 iandj , 14 , 195 , train_pos , MI
 iandj , 0 , 302 , train_pos , MI
 iandj , 44 , 503 , train_pos , MI
 iandj , 67 , 937 , train_pos , MI
 iandj , 204 , 1296 , train_pos , MI
 iandj , 44 , 67 , train_pos , MI
 iandj , 11 , 123 , train_pos , MI
 iandj , 75 , 912 , train_pos , MI
 iandj , 318 , 481 , train_pos , MI
 iandj , 125 , 1273 , train_pos , MI
 iandj , 33 , 564 , train_pos , MI
 iandj , 19 , 60 , train_pos , MI
 iandj , 0 , 930 , train_pos , MI
 iandj , 219 , 1374 , train_pos , MI
 iandj , 318 , 997 , train_pos , MI
 iandj , 51 , 171 , train_pos , MI
 iandj , 175 , 648 , train_pos , MI
 iandj , 275 , 1323 , train_pos , MI
 iandj , 302 , 751 , train_pos , MI
 iandj , 142 , 372 , train_pos , MI
 iandj , 75 , 1333 , train_pos , MI
 iandj , 12 , 103 , train_pos , MI
 iandj , 10 , 116 , train_pos , MI
 iandj , 11 , 175 , train_pos , MI
 iandj , 253 , 1375 , train_pos , MI
 iandj , 111 , 503 , train_pos , MI
 iandj , 75 , 112 , train_pos , MI
 iandj , 60 , 1195 , train_pos , MI
 iandj , 11 , 40 , train_pos , MI
 iandj , 13 , 218 , train_pos , MI
 iandj , 42 , 159 , train_pos , MI
 iandj , 12 , 253 , train_pos , MI
 iandj , 40 , 995 , train_pos , MI
 iandj , 16 , 167 , train_pos , MI
 iandj , 103 , 247 , train_pos , MI
 iandj , 13 , 108 , train_pos , MI
 iandj , 36 , 273 , train_pos , MI
 iandj , 11 , 46 , train_pos , MI
 iandj , 70 , 568 , train_pos , MI
 iandj , 16 , 920 , train_pos , MI
 iandj , 86 , 538 , train_pos , MI
 iandj , 0 , 216 , train_pos , MI
 iandj , 14 , 272 , train_pos , MI
 iandj , 223 , 929 , train_pos , MI
 iandj , 171 , 1062 , train_pos , MI
 iandj , 8 , 249 , train_pos , MI
 iandj , 14 , 806 , train_pos , MI
 iandj , 13 , 1358 , train_pos , MI
 iandj , 221 , 273 , train_pos , MI
 iandj , 85 , 1333 , train_pos , MI
 iandj , 0 , 328 , train_pos , MI
 iandj , 75 , 649 , train_pos , MI
 iandj , 13 , 51 , train_pos , MI
 iandj , 12 , 100 , train_pos , MI
 iandj , 103 , 1059 , train_pos , MI
 iandj , 120 , 1372 , train_pos , MI
 iandj , 14 , 256 , train_pos , MI
 iandj , 16 , 120 , train_pos , MI
 iandj , 137 , 576 , train_pos , MI
 iandj , 315 , 851 , train_pos , MI
 iandj , 12 , 123 , train_pos , MI
 iandj , 4 , 175 , train_pos , MI
 iandj , 0 , 568 , train_pos , MI
 iandj , 4 , 16 , train_pos , MI
 iandj , 114 , 246 , train_pos , MI
 iandj , 11 , 195 , train_pos , MI
 iandj , 8 , 223 , train_pos , MI
 iandj , 14 , 61 , train_pos , MI
 iandj , 21 , 157 , train_pos , MI
 iandj , 16 , 216 , train_pos , MI
 iandj , 116 , 1268 , train_pos , MI
 iandj , 12 , 93 , train_pos , MI
 iandj , 4 , 295 , train_pos , MI
 iandj , 14 , 526 , train_pos , MI
 iandj , 0 , 65 , train_pos , MI
 iandj , 40 , 637 , train_pos , MI
 iandj , 11 , 255 , train_pos , MI
 iandj , 272 , 768 , train_pos , MI
 iandj , 11 , 138 , train_pos , MI
 iandj , 11 , 287 , train_pos , MI
 iandj , 120 , 547 , train_pos , MI
 iandj , 129 , 157 , train_pos , MI
 iandj , 16 , 93 , train_pos , MI
 iandj , 12 , 273 , train_pos , MI
 iandj , 8 , 151 , train_pos , MI
 iandj , 0 , 110 , train_pos , MI
 iandj , 16 , 323 , train_pos , MI
 iandj , 103 , 1126 , train_pos , MI
 iandj , 10 , 93 , train_pos , MI
 iandj , 11 , 226 , train_pos , MI
 iandj , 14 , 51 , train_pos , MI
 iandj , 84 , 222 , train_pos , MI
 iandj , 14 , 146 , train_pos , MI
 iandj , 0 , 230 , train_pos , MI
 iandj , 8 , 156 , train_pos , MI
 iandj , 4 , 138 , train_pos , MI
 iandj , 210 , 815 , train_pos , MI
 iandj , 294 , 328 , train_pos , MI
 iandj , 10 , 28 , train_pos , MI
 iandj , 51 , 100 , train_pos , MI
 iandj , 40 , 1069 , train_pos , MI
 iandj , 221 , 1295 , train_pos , MI
 iandj , 13 , 301 , train_pos , MI
 iandj , 14 , 175 , train_pos , MI
 iandj , 8 , 213 , train_pos , MI
 iandj , 0 , 70 , train_pos , MI
 iandj , 8 , 226 , train_pos , MI
 iandj , 273 , 1091 , train_pos , MI
 iandj , 12 , 97 , train_pos , MI
 iandj , 10 , 100 , train_pos , MI
 iandj , 103 , 704 , train_pos , MI
 iandj , 10 , 167 , train_pos , MI
 iandj , 318 , 1305 , train_pos , MI
 iandj , 14 , 70 , train_pos , MI
 iandj , 33 , 221 , train_pos , MI
 iandj , 150 , 318 , train_pos , MI
 iandj , 222 , 994 , train_pos , MI
 iandj , 11 , 140 , train_pos , MI
 iandj , 0 , 109 , train_pos , MI
 iandj , 0 , 234 , train_pos , MI
 iandj , 12 , 257 , train_pos , MI
 iandj , 300 , 887 , train_pos , MI
 iandj , 8 , 64 , train_pos , MI
 iandj , 86 , 916 , train_pos , MI
 iandj , 75 , 1070 , train_pos , MI
 iandj , 0 , 260 , train_pos , MI
 iandj , 97 , 1372 , train_pos , MI
 iandj , 16 , 273 , train_pos , MI
 iandj , 8 , 57 , train_pos , MI
 iandj , 14 , 297 , train_pos , MI
 iandj , 254 , 288 , train_pos , MI
 iandj , 10 , 513 , train_pos , MI
 iandj , 8 , 59 , train_pos , MI
 iandj , 12 , 75 , train_pos , MI
 iandj , 0 , 195 , train_pos , MI
 iandj , 11 , 93 , train_pos , MI
 iandj , 13 , 171 , train_pos , MI
 iandj , 12 , 94 , train_pos , MI
 iandj , 108 , 1093 , train_pos , MI
 iandj , 100 , 503 , train_pos , MI
 iandj , 223 , 669 , train_pos , MI
 iandj , 12 , 222 , train_pos , MI
 iandj , 11 , 70 , train_pos , MI
 iandj , 11 , 232 , train_pos , MI
 iandj , 111 , 295 , train_pos , MI
 iandj , 287 , 671 , train_pos , MI
 iandj , 218 , 893 , train_pos , MI
 iandj , 12 , 13 , train_pos , MI
 iandj , 21 , 839 , train_pos , MI
 iandj , 151 , 738 , train_pos , MI
 iandj , 0 , 394 , train_pos , MI
 iandj , 4 , 46 , train_pos , MI
 iandj , 13 , 14 , train_pos , MI
 iandj , 97 , 1162 , train_pos , MI
 iandj , 97 , 999 , train_pos , MI
 iandj , 11 , 156 , train_pos , MI
 iandj , 40 , 530 , train_pos , MI
 iandj , 10 , 157 , train_pos , MI
 iandj , 75 , 538 , train_pos , MI
 iandj , 142 , 908 , train_pos , MI
 iandj , 120 , 1018 , train_pos , MI
 iandj , 13 , 228 , train_pos , MI
 iandj , 8 , 323 , train_pos , MI
 iandj , 4 , 299 , train_pos , MI
 iandj , 151 , 1308 , train_pos , MI
 iandj , 60 , 920 , train_pos , MI
 iandj , 13 , 123 , train_pos , MI
 iandj , 86 , 551 , train_pos , MI
 iandj , 103 , 705 , train_pos , MI
 iandj , 60 , 954 , train_pos , MI
 iandj , 64 , 1111 , train_pos , MI
 iandj , 75 , 589 , train_pos , MI
 iandj , 13 , 204 , train_pos , MI
 iandj , 226 , 999 , train_pos , MI
 iandj , 11 , 234 , train_pos , MI
 iandj , 123 , 1185 , train_pos , MI
 iandj , 12 , 18 , train_pos , MI
 iandj , 153 , 494 , train_pos , MI
 iandj , 8 , 315 , train_pos , MI
 iandj , 14 , 323 , train_pos , MI
 iandj , 10 , 21 , train_pos , MI
 iandj , 71 , 137 , train_pos , MI
 iandj , 116 , 233 , train_pos , MI
 iandj , 11 , 167 , train_pos , MI
 iandj , 4 , 230 , train_pos , MI
 iandj , 175 , 673 , train_pos , MI
 iandj , 11 , 170 , train_pos , MI
 iandj , 210 , 538 , train_pos , MI
 iandj , 40 , 354 , train_pos , MI
 iandj , 13 , 121 , train_pos , MI
 iandj , 221 , 954 , train_pos , MI
 iandj , 16 , 221 , train_pos , MI
 iandj , 11 , 96 , train_pos , MI
 iandj , 222 , 1134 , train_pos , MI
 iandj , 8 , 318 , train_pos , MI
 iandj , 159 , 1229 , train_pos , MI
 iandj , 323 , 687 , train_pos , MI
 iandj , 65 , 142 , train_pos , MI
 iandj , 8 , 246 , train_pos , MI
 iandj , 13 , 256 , train_pos , MI
 iandj , 14 , 249 , train_pos , MI
 iandj , 142 , 1379 , train_pos , MI
 iandj , 142 , 1250 , train_pos , MI
 iandj , 16 , 299 , train_pos , MI
 iandj , 8 , 170 , train_pos , MI
 iandj , 111 , 1250 , train_pos , MI
 iandj , 40 , 217 , train_pos , MI
 iandj , 40 , 1096 , train_pos , MI
 iandj , 296 , 670 , train_pos , MI
 iandj , 142 , 892 , train_pos , MI
 iandj , 14 , 295 , train_pos , MI
 iandj , 4 , 253 , train_pos , MI
 iandj , 40 , 970 , train_pos , MI
 iandj , 8 , 111 , train_pos , MI
 iandj , 0 , 151 , train_pos , MI
 iandj , 4 , 315 , train_pos , MI
 iandj , 12 , 60 , train_pos , MI
 iandj , 326 , 775 , train_pos , MI
 iandj , 8 , 67 , train_pos , MI
 iandj , 44 , 151 , train_pos , MI
 iandj , 16 , 44 , train_pos , MI
 iandj , 10 , 255 , train_pos , MI
 iandj , 170 , 611 , train_pos , MI
 iandj , 0 , 220 , train_pos , MI
 iandj , 0 , 44 , train_pos , MI
 iandj , 4 , 111 , train_pos , MI
 iandj , 11 , 75 , train_pos , MI
 iandj , 0 , 751 , train_pos , MI
 iandj , 0 , 916 , train_pos , MI
 iandj , 10 , 33 , train_pos , MI
 iandj , 100 , 394 , train_pos , MI
 iandj , 4 , 156 , train_pos , MI
 iandj , 13 , 226 , train_pos , MI
 iandj , 116 , 201 , train_pos , MI
 iandj , 167 , 390 , train_pos , MI
 iandj , 0 , 1054 , train_pos , MI
 iandj , 8 , 18 , train_pos , MI
 iandj , 4 , 153 , train_pos , MI
 iandj , 8 , 123 , train_pos , MI
 iandj , 13 , 40 , train_pos , MI
 iandj , 103 , 940 , train_pos , MI
 iandj , 137 , 1071 , train_pos , MI
 iandj , 10 , 253 , train_pos , MI
 iandj , 0 , 222 , train_pos , MI
 iandj , 100 , 106 , train_pos , MI
 iandj , 211 , 970 , train_pos , MI
 iandj , 16 , 60 , train_pos , MI
 iandj , 11 , 295 , train_pos , MI
 iandj , 13 , 134 , train_pos , MI
 iandj , 11 , 143 , train_pos , MI
 iandj , 13 , 299 , train_pos , MI
 iandj , 14 , 16 , train_pos , MI
 iandj , 157 , 851 , train_pos , MI
 iandj , 135 , 223 , train_pos , MI
 iandj , 100 , 157 , train_pos , MI
 iandj , 120 , 372 , train_pos , MI
 iandj , 4 , 257 , train_pos , MI
 iandj , 108 , 547 , train_pos , MI
 iandj , 299 , 688 , train_pos , MI
 iandj , 96 , 517 , train_pos , MI
 iandj , 0 , 85 , train_pos , MI
 iandj , 297 , 729 , train_pos , MI
 iandj , 52 , 111 , train_pos , MI
 iandj , 123 , 326 , train_pos , MI
 iandj , 11 , 204 , train_pos , MI
 iandj , 137 , 553 , train_pos , MI
 iandj , 221 , 892 , train_pos , MI
 iandj , 44 , 1084 , train_pos , MI
 iandj , 12 , 202 , train_pos , MI
 iandj , 146 , 354 , train_pos , MI
 iandj , 70 , 1228 , train_pos , MI
 iandj , 10 , 85 , train_pos , MI
 iandj , 86 , 1250 , train_pos , MI
 iandj , 10 , 142 , train_pos , MI
 iandj , 108 , 511 , train_pos , MI
 iandj , 111 , 1027 , train_pos , MI
 iandj , 10 , 300 , train_pos , MI
 iandj , 51 , 223 , train_pos , MI
 iandj , 16 , 111 , train_pos , MI
 iandj , 232 , 390 , train_pos , MI
 iandj , 223 , 1174 , train_pos , MI
 iandj , 4 , 120 , train_pos , MI
 iandj , 246 , 513 , train_pos , MI
 iandj , 151 , 1220 , train_pos , MI
 iandj , 94 , 1250 , train_pos , MI
 iandj , 11 , 142 , train_pos , MI
 iandj , 40 , 127 , train_pos , MI
 iandj , 61 , 1249 , train_pos , MI
 iandj , 4 , 64 , train_pos , MI
 iandj , 143 , 297 , train_pos , MI
 iandj , 70 , 372 , train_pos , MI
 iandj , 4 , 121 , train_pos , MI
 iandj , 295 , 995 , train_pos , MI
 iandj , 0 , 223 , train_pos , MI
 iandj , 8 , 21 , train_pos , MI
 iandj , 226 , 1250 , train_pos , MI
 iandj , 8 , 218 , train_pos , MI
 iandj , 11 , 67 , train_pos , MI
 iandj , 8 , 65 , train_pos , MI
 iandj , 11 , 135 , train_pos , MI
 iandj , 44 , 111 , train_pos , MI
 iandj , 86 , 999 , train_pos , MI
 iandj , 10 , 290 , train_pos , MI
 iandj , 44 , 670 , train_pos , MI
 iandj , 4 , 219 , train_pos , MI
 iandj , 14 , 134 , train_pos , MI
 iandj , 16 , 103 , train_pos , MI
 iandj , 16 , 108 , train_pos , MI
 iandj , 0 , 1046 , train_pos , MI
 iandj , 67 , 170 , train_pos , MI
 iandj , 0 , 326 , train_pos , MI
 iandj , 14 , 156 , train_pos , MI
 iandj , 70 , 1126 , train_pos , MI
 iandj , 4 , 137 , train_pos , MI
 iandj , 16 , 226 , train_pos , MI
 iandj , 13 , 61 , train_pos , MI
 iandj , 21 , 116 , train_pos , MI
 iandj , 0 , 1068 , train_pos , MI
 iandj , 318 , 478 , train_pos , MI
 iandj , 11 , 86 , train_pos , MI
 iandj , 13 , 213 , train_pos , MI
 iandj , 10 , 302 , train_pos , MI
 iandj , 16 , 175 , train_pos , MI
 iandj , 12 , 230 , train_pos , MI
 iandj , 100 , 1375 , train_pos , MI
 iandj , 167 , 999 , train_pos , MI
 iandj , 11 , 201 , train_pos , MI
 iandj , 10 , 44 , train_pos , MI
 iandj , 97 , 1157 , train_pos , MI
 iandj , 106 , 111 , train_pos , MI
 iandj , 8 , 75 , train_pos , MI
 iandj , 8 , 244 , train_pos , MI
 iandj , 257 , 601 , train_pos , MI
 iandj , 93 , 297 , train_pos , MI
 iandj , 14 , 204 , train_pos , MI
 iandj , 67 , 953 , train_pos , MI
 iandj , 138 , 1250 , train_pos , MI
 iandj , 216 , 841 , train_pos , MI
 iandj , 272 , 1220 , train_pos , MI
 iandj , 159 , 507 , train_pos , MI
 iandj , 10 , 143 , train_pos , MI
 iandj , 4 , 210 , train_pos , MI
 iandj , 13 , 201 , train_pos , MI
 iandj , 12 , 159 , train_pos , MI
 iandj , 198 , 436 , train_pos , MI
 iandj , 49 , 244 , train_pos , MI
 iandj , 10 , 328 , train_pos , MI
 iandj , 110 , 503 , train_pos , MI
 iandj , 13 , 295 , train_pos , MI
 iandj , 11 , 134 , train_pos , MI
 iandj , 175 , 950 , train_pos , MI
 iandj , 223 , 950 , train_pos , MI
 iandj , 10 , 287 , train_pos , MI
 iandj , 21 , 376 , train_pos , MI
 iandj , 13 , 64 , train_pos , MI
 iandj , 4 , 24 , train_pos , MI
 iandj , 111 , 151 , train_pos , MI
 iandj , 14 , 230 , train_pos , MI
 iandj , 4 , 223 , train_pos , MI
 iandj , 49 , 860 , train_pos , MI
 iandj , 44 , 46 , train_pos , MI
 iandj , 0 , 142 , train_pos , MI
 iandj , 12 , 195 , train_pos , MI
 iandj , 100 , 806 , train_pos , MI
 iandj , 220 , 374 , train_pos , MI
 iandj , 13 , 65 , train_pos , MI
 iandj , 0 , 299 , train_pos , MI
 iandj , 290 , 536 , train_pos , MI
 iandj , 4 , 33 , train_pos , MI
 iandj , 209 , 220 , train_pos , MI
 iandj , 103 , 1162 , train_pos , MI
 iandj , 16 , 232 , train_pos , MI
 iandj , 4 , 12 , train_pos , MI
 iandj , 12 , 211 , train_pos , MI
 iandj , 11 , 296 , train_pos , MI
 iandj , 14 , 42 , train_pos , MI
 iandj , 49 , 267 , train_pos , MI
 iandj , 13 , 109 , train_pos , MI
 iandj , 10 , 256 , train_pos , MI
 iandj , 12 , 294 , train_pos , MI
 iandj , 21 , 133 , train_pos , MI
 iandj , 108 , 260 , train_pos , MI
 iandj , 86 , 215 , train_pos , MI
 iandj , 234 , 1375 , train_pos , MI
 iandj , 318 , 542 , train_pos , MI
 iandj , 11 , 198 , train_pos , MI
 iandj , 4 , 40 , train_pos , MI
 iandj , 36 , 46 , train_pos , MI
 iandj , 12 , 272 , train_pos , MI
 iandj , 40 , 559 , train_pos , MI
 iandj , 110 , 1272 , train_pos , MI
 iandj , 14 , 304 , train_pos , MI
 iandj , 159 , 712 , train_pos , MI
 iandj , 97 , 171 , train_pos , MI
 iandj , 12 , 153 , train_pos , MI
 iandj , 142 , 221 , train_pos , MI
 iandj , 147 , 210 , train_pos , MI
 iandj , 4 , 75 , train_pos , MI
 iandj , 40 , 920 , train_pos , MI
 iandj , 12 , 57 , train_pos , MI
 iandj , 0 , 153 , train_pos , MI
 iandj , 16 , 300 , train_pos , MI
 iandj , 4 , 332 , train_pos , MI
 iandj , 75 , 129 , train_pos , MI
 iandj , 54 , 75 , train_pos , MI
 iandj , 0 , 218 , train_pos , MI
 iandj , 10 , 254 , train_pos , MI
 iandj , 13 , 244 , train_pos , MI
 iandj , 135 , 516 , train_pos , MI
 iandj , 221 , 852 , train_pos , MI
 iandj , 135 , 197 , train_pos , MI
 iandj , 0 , 692 , train_pos , MI
 iandj , 157 , 1273 , train_pos , MI
 iandj , 4 , 167 , train_pos , MI
